slug;name;letter;category;teaser;body;example;synonyms;related;source
asi-kuenstliche-superintelligenz;ASI (Künstliche Superintelligenz);A;KI-Grundlagen;Hypothetische KI, die die menschliche Intelligenz in nahezu allen Bereichen deutlich übertrifft.;"ASI (Artificial Superintelligence) ist ein hypothetisches Konzept einer KI, die in jeder Hinsicht die menschliche Intelligenz übertrifft: generalisierbar (überlegen in allen Bereichen), kreativ (findet eigenständig innovative Lösungen) und selbstlernend (kontinuierliche exponentielle Selbstverbesserung).

Mögliche Anwendungsbereiche von ASI: wissenschaftliche Durchbrüche (Krebs, Alzheimer, neue Materialien), technologische Innovation (Raumfahrt), Bekämpfung des Klimawandels und individuell angepasste Bildungssysteme.

Risiken von ASI: Verlust menschlicher Kontrolle über die Technologie, unkontrollierbares exponentielles Wachstum der KI-Fähigkeiten sowie tiefgreifende ethische und

gesellschaftliche Fragen. ASI gilt als eine der bedeutendsten und gleichzeitig risikoreichsten hypothetischen Entwicklungen in der KI-Forschung.";In einer Diskussion wird betont, dass ASI Science-Fiction bleibt, während im Betrieb nur schwache KI eingesetzt wird.;"[""ASI"",""Künstliche Superintelligenz"",""Artificial Superintelligence"",""Superintelligenz""]";"[""agi-kuenstliche-allgemeine-intelligenz"",""schwache-ki"",""singularitaet""]";https://ki-manager-methoden.lovable.app/glossar
autonomie-agent;Autonomie (Agent);A;KI-Grundlagen;Kernmerkmal eines KI-Agenten, über mehrere Schritte eigenständig zu handeln, ohne für jeden Schritt einen neuen Prompt zu brauchen.;Kernmerkmal eines KI-Agenten, über mehrere Schritte eigenständig zu handeln, ohne für jeden Schritt einen neuen Prompt zu brauchen.;Ein Agent recherchiert selbstständig Lieferanten, vergleicht Angebote und erstellt eine Empfehlung, ohne dass jeder Schritt einzeln angestoßen wird.;"[""Autonomie"",""Autonomy"",""Selbstständigkeit"",""eigenständiges Handeln""]";"[""ki-agent"",""human-in-the-loop-hitl"",""guardrails-leitplanken"",""agentisches-verhalten""]";
backoffice-automatisierung;Backoffice-Automatisierung;B;Methoden & Frameworks;Automatisierte Verarbeitung standardisierter Verwaltungsaufgaben wie Rechnungen, Bestellungen und Formulare.;Automatisierte Verarbeitung standardisierter Verwaltungsaufgaben wie Rechnungen, Bestellungen und Formulare.;Eingehende Lieferantenrechnungen werden automatisch ausgelesen, geprüft und ins Buchhaltungssystem übertragen.;"[""Backoffice-Automatisierung"",""Back-Office-Automatisierung"",""Verwaltungsautomatisierung"",""Back Office Automation""]";"[""rpa-robotic-process-automation"",""prozesskostenreduktion"",""effizienzsteigerung"",""mitarbeiterentlastung""]";
center-of-excellence-coe;Center of Excellence (CoE);C;Change & Organisation;Zentrales internes Kompetenz-Hub, das Standards setzt, berät und Qualität sichert, während die Umsetzung dezentral bleibt.;Zentrales internes Kompetenz-Hub, das Standards setzt, berät und Qualität sichert, während die Umsetzung dezentral bleibt.;Ein Konzern richtet ein KI-CoE ein, das Prompt-Bibliotheken, Tool-Freigaben und Schulungen bereitstellt, während jede Abteilung ihre eigenen Use Cases umsetzt.;"[""CoE"",""Kompetenzzentrum"",""Center of Excellence"",""KI-Kompetenzzentrum"",""Excellence Center""]";"[""ki-governance"",""multiplikatoren-change-agents"",""matrixorganisation"",""ki-katalog""]";
scoring-modell;Scoring-Modell;S;Methoden & Frameworks;Bewertungslogik, die jede Dimension mit Note und Gewichtung multipliziert und zu einem Gesamtwert aufsummiert.;Bewertungslogik, die jede Dimension mit Note und Gewichtung multipliziert und zu einem Gesamtwert aufsummiert.;Ein Modell bewertet Bewerbungen nach Erfahrung, Qualifikation und Sprachkenntnissen mit jeweils eigener Gewichtung und bildet einen Gesamtscore.;"[""Scoring-Modell"",""Bewertungsmodell"",""Scoring Model"",""Punktemodell""]";"[""scoring"",""scoring-raster"",""priorisierungsmatrix""]";
scoring-raster;Scoring-Raster;S;Methoden & Frameworks;Bewertungsmethode, die Anbieter je Auswahlkriterium mit Punkten und Gewichtung bewertet, statt pauschal zu urteilen.;Bewertungsmethode, die Anbieter je Auswahlkriterium mit Punkten und Gewichtung bewertet, statt pauschal zu urteilen.;Beim Vergleich dreier KI-Tools werden Datenschutz, Funktionsumfang und Preis mit Punkten und Gewichtung zu einer Gesamtwertung verrechnet.;"[""Scoring-Raster"",""Bewertungsraster"",""Scoring-Matrix"",""Kriterienraster""]";"[""scoring-modell"",""toolauswahl-als-managementaufgabe"",""funktionsumfang-vs-anforderungen""]";
segmentierte-kommunikation;Segmentierte Kommunikation;S;Change & Organisation;Kommunikationsansatz, bei dem jede Zielgruppe die für sie relevante Botschaft im passenden Format erhält.;Kommunikationsansatz, bei dem jede Zielgruppe die für sie relevante Botschaft im passenden Format erhält.;Die Geschäftsführung erhält eine ROI-Präsentation, während die Mitarbeitenden in einem Townhall Meeting erfahren, wie KI ihren Arbeitsalltag erleichtert.;"[""Zielgruppengerechte Kommunikation"",""Segmentierte Ansprache"",""Zielgruppensegmentierung""]";"[""kommunikations-zielgruppen"",""stakeholder-kommunikation"",""nutzenorientierte-kommunikation"",""townhall-meeting""]";
menschliche-aufsicht;Menschliche Aufsicht;M;Recht & Regulatorik;Vom EU AI Act für Hochrisiko-KI verbindlich vorgeschriebene Aufsicht durch einen Menschen.;Vom EU AI Act für Hochrisiko-KI verbindlich vorgeschriebene Aufsicht durch einen Menschen.;Bei einer KI-gestützten Bonitätsprüfung muss ein Sachbearbeiter die Vorschläge prüfen und kann sie vor der endgültigen Entscheidung übersteuern.;"[""Human Oversight"",""Menschliche Kontrolle"",""Aufsichtspflicht""]";"[""human-in-the-loop-hitl"",""hochrisiko-ki-system"",""menschliche-eskalation"",""vier-augen-prinzip""]";
messbarkeit-des-erfolgs;Messbarkeit des Erfolgs;M;Methoden & Frameworks;Eignungskriterium, nach dem sich der Erfolg eines Use Case über einen klaren KPI ausdrücken lassen muss.;Eignungskriterium, nach dem sich der Erfolg eines Use Case über einen klaren KPI ausdrücken lassen muss.;Ein Use Case zur Rechnungsprüfung ist gut messbar, weil sich der Erfolg direkt an der gesenkten Fehlerquote ablesen lässt.;"[""Messbarkeit"",""Erfolgsmessbarkeit"",""Measurability""]";"[""kpi-key-performance-indicator"",""kpi-messung"",""baseline-ausgangswert-messung""]";
mitarbeiterentlastung;Mitarbeiterentlastung;M;Change & Organisation;Chance der Automatisierung, Routineaufgaben abzunehmen, damit sich Mitarbeitende auf Urteil, Kreativität und Empathie konzentrieren.;Chance der Automatisierung, Routineaufgaben abzunehmen, damit sich Mitarbeitende auf Urteil, Kreativität und Empathie konzentrieren.;Eine KI übernimmt die Vorsortierung eingehender E-Mails, sodass sich das Serviceteam auf komplexe Kundengespräche konzentrieren kann.;"[""Entlastung der Mitarbeitenden"",""Mitarbeiter-Entlastung""]";"[""taetigkeitswandel"",""nutzenorientierte-kommunikation"",""effizienzsteigerung""]";
funktionsuebergreifende-teams-cross-functional-teams;Funktionsübergreifende Teams (Cross-functional Teams);F;Change & Organisation;Dauerhafte, interdisziplinäre Teams mit gemeinsamer Verantwortung und Entscheidungsbefugnis als Schlüssel nachhaltiger KI-Einführung.;Dauerhafte, interdisziplinäre Teams mit gemeinsamer Verantwortung und Entscheidungsbefugnis als Schlüssel nachhaltiger KI-Einführung.;Für die KI-Einführung im Vertrieb bildet das Unternehmen ein festes Team aus Vertrieb, IT, Datenschutz und Datenanalyse mit eigener Entscheidungsbefugnis.;"[""Cross-functional Teams"",""funktionsübergreifende Teams"",""interdisziplinäre Teams"",""abteilungsübergreifende Teams""]";"[""silodenken"",""end-to-end-teams"",""interdisziplinaer-vs-multidisziplinaer"",""center-of-excellence-coe""]";
frequenz-und-impact;Frequenz und Impact;F;Methoden & Frameworks;Eignungskriterium, das die Häufigkeit eines Prozesses mit dem Nutzen pro Vorgang multipliziert, um die Hebelwirkung einer Automatisierung zu bewerten.;Eignungskriterium, das die Häufigkeit eines Prozesses mit dem Nutzen pro Vorgang multipliziert, um die Hebelwirkung einer Automatisierung zu bewerten.;Ein täglich hundertfach durchlaufener Freigabeschritt wird gegenüber einem seltenen Sonderfall priorisiert, weil Frequenz mal Impact höher ausfällt.;"[""Frequenz und Wirkung"",""Häufigkeit und Nutzen"",""Frequency and Impact""]";"[""priorisierungsmatrix"",""quick-wins"",""use-case-identifikation"",""aufwand-nutzen-verhaeltnis""]";
funktionsumfang-vs-anforderungen;Funktionsumfang vs. Anforderungen;F;Management & Strategie;Auswahlkriterium, nach dem mehr Features nicht mehr Wert bedeuten, sondern oft nur mehr Komplexität und Kosten.;Auswahlkriterium, nach dem mehr Features nicht mehr Wert bedeuten, sondern oft nur mehr Komplexität und Kosten.;Statt der teuren Suite mit hundert Funktionen wählt das Team das schlanke Tool, das genau die drei benötigten Aufgaben abdeckt.;"[""Funktionsumfang versus Anforderungen"",""Feature-Falle"",""Feature vs. Bedarf""]";"[""toolauswahl-als-managementaufgabe"",""make-or-buy-entscheidung"",""kosten-nutzen-abwaegung"",""integrationsfaehigkeit""]";
gap-analyse-soll-ist-diskrepanz;GAP-Analyse (Soll-Ist-Diskrepanz);G;Methoden & Frameworks;Identifikation der Lücke zwischen dem Ist-Zustand und dem angestrebten strategischen Soll-Zustand.;Identifikation der Lücke zwischen dem Ist-Zustand und dem angestrebten strategischen Soll-Zustand.;Die GAP-Analyse zeigt, dass für die angestrebte automatisierte Rechnungsprüfung noch strukturierte Daten und geschultes Personal fehlen.;"[""GAP-Analyse"",""Gap-Analyse"",""Lückenanalyse"",""Soll-Ist-Analyse"",""Gap Analysis""]";"[""ist-analyse-ist-aufnahme"",""reifegradanalyse-ai-maturity-assessment"",""massnahmenplan"",""roadmap""]";
gedaechtnis-und-kontext-agent;Gedächtnis und Kontext (Agent);G;KI-Grundlagen;Fähigkeit eines KI-Agenten, mit kurzfristigem Gedächtnis für den aktuellen Auftrag und langfristigem Gedächtnis für Wissen und frühere Interaktionen zu arbeiten.;Fähigkeit eines KI-Agenten, mit kurzfristigem Gedächtnis für den aktuellen Auftrag und langfristigem Gedächtnis für Wissen und frühere Interaktionen zu arbeiten.;Ein Assistent merkt sich innerhalb eines Projekts frühere Entscheidungen und greift zusätzlich auf ein hinterlegtes Firmenwissen zurück.;"[""Gedächtnis und Kontext"",""Agent-Gedächtnis"",""Memory und Kontext"",""Agentengedächtnis""]";"[""ki-agent"",""kontextfenster-context-window"",""kontextverlust"",""second-brain-externes-gehirn""]";
haftung;Haftung;H;Recht & Regulatorik;Da KI kein Rechtssubjekt ist, haften Organisation und Führungsebene für KI-Entscheidungen, wobei Human in the Loop die Nachvollziehbarkeit absichert.;Da KI kein Rechtssubjekt ist, haften Organisation und Führungsebene für KI-Entscheidungen, wobei Human in the Loop die Nachvollziehbarkeit absichert.;Trifft ein KI-System eine fehlerhafte Kreditentscheidung, haftet das Unternehmen, nicht die Software, weshalb eine menschliche Freigabe vorgeschaltet wird.;"[""Haftungsfrage"",""Liability"",""rechtliche Haftung"",""Verantwortungshaftung""]";"[""human-in-the-loop-hitl"",""rechenschaftspflicht-accountability"",""regulatorische-verantwortung-nicht-auslagerbar"",""menschliche-aufsicht""]";
human-in-the-loop-hitl;Human in the Loop (HITL);H;Recht & Regulatorik;Prinzip, dass ein Mensch an definierten Kontrollpunkten prüft, entscheidet und verantwortet, während die KI unterstützt und empfiehlt.;Prinzip, dass ein Mensch an definierten Kontrollpunkten prüft, entscheidet und verantwortet, während die KI unterstützt und empfiehlt.;Ein KI-System schlägt Kreditentscheidungen vor, aber ein Sachbearbeiter prüft und gibt jede Entscheidung frei, bevor sie wirksam wird.;"[""Human-in-the-Loop"",""Human-in-the-Loop (HITL)"",""HITL"",""Mensch im Prozess"",""Mensch in der Schleife""]";"[""human-on-the-loop"",""human-out-of-the-loop"",""menschliche-aufsicht"",""haftung""]";
toolauswahl-als-managementaufgabe;Toolauswahl als Managementaufgabe;T;Management & Strategie;Strategische Entscheidung über KI-Tools nach strukturierten Kriterien statt nach Begeisterung oder Benutzeroberfläche.;Strategische Entscheidung über KI-Tools nach strukturierten Kriterien statt nach Begeisterung oder Benutzeroberfläche.;Statt das schickste Tool zu wählen, bewertet der Manager drei Anbieter anhand eines Kriterienrasters aus Datenschutz, Integration und Kosten.;"[""Toolauswahl als Managementaufgabe"",""Werkzeugauswahl"",""Tool-Auswahl"",""Toolentscheidung""]";"[""make-or-buy-entscheidung"",""funktionsumfang-vs-anforderungen"",""vendor-lock-in""]";
transformationsmanager;Transformationsmanager;T;Change & Organisation;Rolle, die Menschen und Unternehmen in eine neue, KI-gestützte Arbeitswelt mit veränderten Aufgaben begleitet.;Rolle, die Menschen und Unternehmen in eine neue, KI-gestützte Arbeitswelt mit veränderten Aufgaben begleitet.;Bei der Einführung eines KI-Systems moderiert der Transformationsmanager zwischen IT, Fachbereich und Betriebsrat und plant Schulungen für die Belegschaft.;"[""Transformationsmanager"",""Transformationsmanagerin"",""Transformation Manager"",""KI-Transformationsmanager""]";"[""manager-fuer-angewandte-ki-transformation"",""ki-manager-in-rollenbild"",""change-management"",""taetigkeitswandel""]";
use-case-identifikation;Use-Case-Identifikation;U;Methoden & Frameworks;Systematisches Erkennen und Bewerten geeigneter Anwendungsfälle für KI und deren Priorisierung nach Nutzen.;Systematisches Erkennen und Bewerten geeigneter Anwendungsfälle für KI und deren Priorisierung nach Nutzen.;In Workshops werden je Abteilung mögliche KI-Anwendungen gesammelt und anhand eines Kriterienrasters bewertet.;"[""Use Case Identifikation und Priorisierung"",""Use-Case-Bewertung"",""Anwendungsfall-Identifikation"",""Use Case Identification""]";"[""use-case"",""use-case-steckbrief"",""priorisierungsmatrix""]";
warnsignale-rechtlich-medizinisch-echtzeit-persoenlich;Warnsignale (rechtlich/medizinisch/Echtzeit/persönlich);W;Management & Strategie;Vier Bereiche, in denen KI-Text ohne menschliche Prüfung besonders gefährlich ist: juristisch, medizinisch, Echtzeitdaten und vertraulich.;Vier Bereiche, in denen KI-Text ohne menschliche Prüfung besonders gefährlich ist: juristisch, medizinisch, Echtzeitdaten und vertraulich.;Eine KI-generierte Auskunft zu Medikamentendosierungen wird grundsätzlich von einer Fachkraft geprüft, bevor sie genutzt wird.;"[""Warnsignale für Prüfpflicht"",""Risikobereiche ohne KI-Prüfung"",""vier Warnsignale""]";"[""validierungspflicht"",""halluzination"",""wissensschnitt-knowledge-cutoff""]";
zielorientierung-agent;Zielorientierung (Agent);Z;KI-Grundlagen;Merkmal eines KI-Agenten, auf ein übergeordnetes Ziel hinzuarbeiten und selbst zu entscheiden, wie er es erreicht.;Merkmal eines KI-Agenten, auf ein übergeordnetes Ziel hinzuarbeiten und selbst zu entscheiden, wie er es erreicht.;Ein Agent erhält das Ziel, einen Termin zu finden, und plant selbstständig, welche Kalender er dafür abfragt.;"[""Zielorientierung"",""Goal Orientation"",""zielgerichtetes Handeln""]";"[""ki-agent"",""autonomie-agent"",""tool-vs-agent""]";
datenpipeline;Datenpipeline;D;Technik & Daten;Technische Infrastruktur, die Daten automatisiert erfasst, transportiert und für die Verarbeitung aufbereitet.;Technische Infrastruktur, die Daten automatisiert erfasst, transportiert und für die Verarbeitung aufbereitet.;Damit ein KI-Dashboard aktuelle Verkaufszahlen zeigt, baut die IT eine Pipeline, die nächtlich Daten aus dem Kassensystem in die Analyseumgebung überträgt.;"[""Data Pipeline"",""Datenverarbeitungspipeline"",""Datenstrecke""]";"[""datenqualitaet"",""data-governance"",""legacy-system"",""interoperabilitaet""]";
datensicherheit-und-regulatorische-konformitaet;Datensicherheit und regulatorische Konformität;D;Recht & Regulatorik;Verbindliches Auswahlkriterium bei KI-Tools, das Schutz der Daten und Einhaltung geltender Vorschriften als Mindestanforderung fordert.;Verbindliches Auswahlkriterium bei KI-Tools, das Schutz der Daten und Einhaltung geltender Vorschriften als Mindestanforderung fordert.;Ein leistungsstarkes KI-Tool wird abgelehnt, weil sein Serverstandort außerhalb der EU liegt und keine DSGVO-konforme Verarbeitung garantiert ist.;"[""Datensicherheit und Compliance"",""Datensicherheit und regulatorische Konformitaet"",""Sicherheit und Compliance""]";"[""toolauswahl-als-managementaufgabe"",""compliance"",""dsgvo"",""datensouveraenitaet""]";
datenverfuegbarkeit;Datenverfügbarkeit;D;Methoden & Frameworks;Eignungskriterium, das ausreichend saubere, zugängliche und aktuelle Daten als Voraussetzung für einen KI-Einsatz verlangt.;Eignungskriterium, das ausreichend saubere, zugängliche und aktuelle Daten als Voraussetzung für einen KI-Einsatz verlangt.;Ein geplanter KI-Prognoseprozess wird verworfen, weil die benötigten Absatzdaten nur unvollständig und in unbrauchbarem Format vorliegen.;"[""Datenverfuegbarkeit"",""Data Availability"",""Verfügbarkeit von Daten""]";"[""datenqualitaet"",""datensilos"",""use-case-identifikation"",""datenstrategie""]";
death-by-committee;Death by committee;D;Change & Organisation;Projektzustand, in dem viel diskutiert, aber nicht entschieden wird, weil Entscheidungsbefugnisse unklar sind.;Projektzustand, in dem viel diskutiert, aber nicht entschieden wird, weil Entscheidungsbefugnisse unklar sind.;Ein KI-Pilotprojekt steckt seit Monaten fest, weil in jeder Runde neue Abteilungen Bedenken äußern und keine Person entscheidungsbefugt ist.;"[""Death by Committee"",""Tod durch Gremium"",""Gremientod""]";"[""rollen-und-verantwortlichkeitsstrukturen"",""raci-rasci-modell"",""executive-sponsor-sponsorship""]";
